"unified_content","postid","code"
"{redacted}, do you or any of your pistol team mates have rifles or pistols, or magazines for them, that were perfectly legal but then by legal fiat became illegal, and in fact now make any of you felons? I am in that position, as are many of my friends and acquaintances. 


Also, if someone were to register a complaint, or simply call the police anonymously, stating that so and so has a basement full of illegal weapons, could the police legally obtain a warrant to do a search?","5142322",1
"I am taking up a collection to buy a new U S built aircraft carrier. I currently have $1000.00.  I only need $26,000,000,000.00 more....","5142331",1
"""... equally silly to have background checks, close gun show loopholes...""





Indeed: 





We already have background checks. ""Gun show loopholes"" account for 0.7% of felon-obtained guns.","5142341",1
"I think this post needs a group hug.","5142430",1
"Courtesy of Google:

arms
ärmz/
noun
1.
weapons and ammunition; armaments.
""they were subjugated by force of arms""
synonyms:	weapons, weaponry, firearms, guns, ordnance, artillery, armaments, munitions, matériel
""the illegal export of arms""
2.
distinctive emblems or devices, originally borne on shields in battle and now forming the heraldic insignia of families, corporations, or countries.
synonyms:	crest, emblem, coat of arms, heraldic device, insignia, escutcheon, shield
""the family arms""
","5142523",1
"bear1


ber/


verb


1.


(of a person) carry.


""he was bearing a tray of brimming glasses""


synonym:	carry


Can't bear an aircraft carrier. Can't even bear a cannon. Pretty careful with their words, those founders.","5142575",1
"Can sure ""bear"" an antipersonnel mine, antiaircraft missile or a suitcase full of Sarin; no problems with those ""arms""?","5142683",1
"Can't imagine anyone calling a suitcase full of sarin an arm, but if you need to parse words to justify your hatred of the Constitution and enmity of the Liberties guaranteed where in, have at it!","5142695",1
"Just pointing out that the Second Amendment cannot be reasonably interpreted as implying an absolute right to any weapons a given paranoid nut desires. Love me some Constitution. ","5142797",1
"{redacted} and dvp, you are way behind on this discussion. I suggest both of you take the time to do a Sermo search on the subjects of gun confiscation in the U.S. and on what constitutes ""arms"" and ""bearing arms."" We've pretty much beat them to death for several years, citing U.S. Supreme Court decisions, the state ratification debates for the Second Amendment, and other historical and criminological sources. We who actually are conversant with the facts and the history are patient, but our patience is limited, especially when you show this infantile hostility toward us. Come back after you've read those threads.





In the meantime, I'll just note that the only people on Sermo and indeed in most forums who ever bring up ""bazookas"" and ""nukes"" are people like you--bigoted hoplophobes. I don't know of any RKBA supporters who ever fought for some right to own those weapons. It's all made up in fevered brains such as yours.","5143106",1
"Whow 


All the angst over Trumps initial picks for his advisers


Nobody said a word when Banker Barry lined his cabinet with big money types


And yes HRC would have picked a wiser cabinet like King Abdullah of Saudi Arabia as Sec do Defense---thanks for the $$$$ King","5143135",1
"1) Just to clarify, do you accept any limitations whatsoever on weapons available to private citizens? 
2) Also to clarify, nobody gives a stool about your hunting rifles, target pistols or licensed personal self-defense arms. We do give a shit about assault weapons, for reasons that should be obvious, even to you. 
3) If you specify a thread, I'll look it over. ","5143147",1
"I went ahead and scanned the last three threads with ""guns"" and ""confiscation"" that Burmese was involved in: ""16 year old shot by intruder,"" ""OB Gyn Doc severely beaten outside of office"" and ""Self defense and the NRA."" Didn't see anything in the way of constitutional arguments. Didn't see any statement of where a line would be drawn as to the lethality of weapons Burmese felt permissible for private ownership. Did see plenty of assertions that a vile governmental cabal was conspiring to send storm troopers into the households of law-abiding Americans to grab all their firearms, including the Red Ryder BB Gun little Billy got for Christmas.


Any particular threads you want me to check out?","5143244",1
"{redacted}, you clearly have no grasp of the fact that ""assault weapon"" is a meaningless, rhetorical expression. If you would like to know anything more about this, feel free to ask me or {redacted} or anyone else who actually uses and understands firearms. Until you do take the time to learn what the facts are, you have nothing of substance to add to this discussion.","5143263",1
"The difference between an assault weapon and a defense weapon is in the person who uses it.





","5143311",1
"1] This your way of telling me to shut up because my comments annoy you?  If so, too bad. Even non-gun people get to debate the issue, as we are also a) citizens and b) in the line of fire when deranged people decide to start shooting in public places.


2] Are you truly telling me that there is no difference between a target pistol and an AR-15 ?  Or that the latter cannot be readily converted from semi-automatic to fully automatic to make it essentially a military-grade weapon? And that the same strictures or lack thereof should apply to both?


3] Actually, understanding people who are obsessed with guns is even more interesting.","5143331",1
"""Assault gun"".  The term means exactly what it says, a gun used in an assault.  Going back to Aaron Burr and Andrew Jackson,  that means banning muzzle loaded pistols. ","5143354",1
"Sure, if you are entirely concrete in your thinking.","5143355",1
"Then again, that may be the case.","5143359",1
"whenever you bring up any legitimate, responsible limitation of gun ownership to gun nuts - what's wrong with background checks or making sure that someone's not crazy or even a reasonable waiting period (but I want to kill someone right now, I can't wait 3 days!) these gun nuts fly off the fucking handle.  doesn't matter how many kids die in this country, they don't give a shit.","5143433",1
"never had a gun, never really wanted one except when wild dogs chased me on my bicycle(great stress test.)





Problem is i live in a state where i can never get a permit because i am not law enforcement or a celebrity.





Problem is that only criminals have guns. and they want to make it that anyone with a gun is a criminal","5143469",1
"One of the problems with ""responsible limitation"",  ""common sense gun legislation"" etc, is that there is no consensus as to what constitutes ""responsible"" or ""common sense"".  The terms are very much in the eyes of the beholder. The claim that no one wishes to limit access to hunting firearms, target pistols, etc, doesn't bear up when one considers the accolades given Australia's gun control measures; the cornerstone of which was confiscation of many of these.","5143485",1
"so you're against background checks to make sure people don't have a history of violent crimes?





you're against making sure people with psychiatric illnesses don't have access to guns?





you're against minimal measures to ensure public safety?





not sure how you square being a pediatrician with condoning such reckless policy","5143498",1
"I don't recall writing any of that.  I do recall writing that the terms in question are somewhat subjective.  





I've had a background check run on me every time I've bought a gun for some time now.  





I don't have any issue with the principle of keeping guns out of the hands of people with psychiatric illnesses but who determines what constitutes such and how is this information handled?  There are potentially a lot of devils and many details.





There are a number of measures/regulations already in place to ensure public safety.  How well are these working now?","5143529",1
"so let's not limit guns at all just in case some nice citizen like you accidentally got put in the wrong box.  i'd rather err on taking some gun owner's rights away than another classroom full of dead kids pediatrician.","5143542",1
"I never suggested there should be no restrictions or limitations; simply that one should be certain of the details before supporting further ones.  Passing a bill to find out what's in it is not always wise policy. 





It's harder to buy a gun now than at any point in our nation's history.  There may not be enough measures in place to satisfy you but to claim we have no limits on gun ownership is not in any way accurate. 





What would you propose that would make a real difference and not simply be window dressing?  Which firearms would you ban and why? ","5143554",1
"what does it matter - NRA-bribed politicians would never let anything happen","5143570",1
"Perhaps, still, it's easier to discuss a position when there is actually something to discuss.


Good night.","5143574",1
"No, {redacted}, what is annoying is that you have no idea what you are talking about. You are certainly entitled to your opinion. But having an opinion doesn't entitle you to having anything useful to say.





What is a target pistol? Any pistol with which one shoots at a target (I assume you know the difference between a pistol and a revolver). Thus, a target pistol is a .22 rim fire or a 9 mm or a .45 acp or a .50 Dessert Eagle, all of which vary tremendously in muzzle energy, and all of which can be used for multiple other purposes, including self defense and assaulting other people, including enemy combatants. The two most popular civilian pistols by far are those using the 9 mm parabellum and the .45 acp, which happen to be the two most used rounds in the U S military.





If you don't wish to distinguish between pistols and revolvers, and simply prefer to talk about handguns, then a ""target"" revolver includes the Smith .500, which has more muzzle energy than the standard AR-15 round, and about as much as a .308. It will readily kill a grizzly bear, but can also be used for target shooting. Go figure.





What is an assault rifle? Any rifle with which one assaults.  


The standard AR-15 uses a 5.56 mm round, which is far less in power than the 30-06 or the .308, two popular hunting rounds. In fact, the 5.56 mm round has less power than the Swedish Mauser 6.5 mm round, a military rifle first used in 1898; and less power than the 7.5 mm French MAS 36, a military rifle used by the French in 1936; and less power than the German 8 mm Mauser used in the Second World War.  And gosh and golly, guess what? The 6.5 mm and the 7.5 mm and the 8 mm were all ASSAULT RIFLES. As was the Brown Bess. An assault rifle is any rifle used in assault which, in these last four instances, were enemy soldiers.





I suppose you are fine with the M-1 Garand, because it is semi-auto and has a maximum capacity of 8 rounds. Of course, it does fire the .30-06, and can be reloaded in about 3 seconds... so there is that.





And good luck converting an AR-15 from a semi-auto to a full auto. Even most ""gun nuts"" can't do that, since it requires precision machining of the lower receiver trigger housing group well, not to mention access to the special sere and hammer necessary for it to function in the auto mode, plus the proper bolt carrier that allows engagement of the full auto sere.





""...doesn't matter how many kids die in this country, they don't give a shit.""  Now there's an intelligent statement, {redacted}. Of course I don't care about kids dying of gunshot wounds. After all, how could I? I own guns. (By the way, don't these stats about kids include as ""kids"" anyone under age 18? But, who ever heard of criminals under age 18? Just doesn't happen.)


","5143640",1
"""Sure, if you are entirely concrete in your thinking.""


Well I may not be entirely concrete, I am certainly not so fluid as to think that arms means an aircraft carrier or a suitcase full of nerve agent.","5143712",1
"1) let's not obfuscate---there is a difference in lethality between a weapon designed or easily modified to be suitable for military use and one that is not, and we should be able to come up with a set of parameters that adequately captures the group of firearms that is most worrisome in the hands of those inclined to mayhem.
2) YouTube videos and lotsa articles on DIY conversion 
3) Point was that the Second Amendment included wording allowing should we choose for a nuanced interpretation of the right to bear arms (e.g. linking such right to the necessity for a well-regulated militia). Even anti-gun law rulings by the Supreme Court like McDonald and Heller confined their protections to civilian ownership of handguns in their own homes--Heller, for instance, suggested some ""presumptively lawful"" types of regulations, including bans on firearm possession by felons and the mentally ill, bans on firearms in places like schools and government buildings, bans on firearms ""not typically possessed by law-abiding citizens for lawful purposes."" If instead we insist on the right being absolute we end up with dangerous absurdities. 
4) I don't get the ""endangered species"" mentality on the part of gun owners. What I have read says that there are between 245 million and 350 million guns in this country. Not exactly Save the Whales.""","5143800",1
"Every time another horror in a public place pops up in the news and the NRA advocates for nothing in the way of more effective prophylaxis, it fuels my perception that they give not a shit about who gets killed. ","5143801",1
"couldn't agree more","5143809",1
"In a world in which the evil clutches of the NRA didn't envelop Congress, what further regulations would you set in place, which firearms would you ban and why?","5143965",1
"I would ban the assault Honda  vehicle driven  by that Somali in Ohio","5143995",1
"And whatever happened to banning those IEDs (pressure cookers)?","5144119",1
"Well, you're the gun experts; what parameters do you think would best define firearms that are  unreasonable for general availability? ","5144173",1
"You might want to pick one example--say an RPG or a crew-served machine gun and abstract what about that weapon makes it acceptable to restrict from sale at your local sports shop. ","5144178",1
"If you can't come up with even one weapon that you acknowledge to be outside the pale, then I would respectfully suggest that you are an extremist and need to do some serious soul-searching.","5144183",1
"I thought you were right on track with your example of an aircraft carrier.  Also with the suitcase of Sarin.","5144197",1
"We're also not the ones suggesting some guns should be banned.


","5144199",1
"Do you think that any weapons should be restricted?","5144272",1
"And, BTW, I am not saying ""banned."" Police and Military forces may have lawful and reasonable need for some types of weapons that the corner grocer does not. ","5144275",1
"If only the police and military have access to them, they are banned from civilian use. I have no issue with what is currently restricted.  I don't see that anything else needs to be added to the list.","5144276",1
"If you can't think of ANY weapons you'd restrict, then you really need to look in the mirror, because you have lost any sense of reason in the matter. Next step is a compound in Idaho. ","5144280",1
"Fair enough; I see your position.  Now what would you restrict and why?  What criteria would you use?","5144429",1
"Well, here I need help from those more knowledgeable in firearms than myself---BUT---I think that I might start with looking at fully automatic weapons or weapons readily convertible to fully or near-fully automatic with available technologies (watched a bit of YouTube on this); higher volume clips and weapons firing explosive munitions or armor-penetrating rounds. Thoughts?","5144807",1
"Rationale: these are really military or paramilitary weapons, capable of more easily and rapidly causing mass civilian casualties and of disabling responding law enforcement officers than non-automatic, conventional weapons---though presumably a difference of degree rather than kind. ","5144815",1
"Full-auto are already illegal without an expensive and thorough vetting by the Feds.  I'm not sure what you mean by explosive ammunition but i presume you're referring to hollow points which have been common hunting rounds for many years now. I don't know that there is a round which actually explodes which is available to the public but I'm certainly willing to sit corrected.  Almost any solid round fired from a rifle for deer hunting will penetrate the body armor typically worn by police officers.





As to your follow-up post, a 12 gauge pump shotgun with buckshot is potentially more dangerous than a semi-auto rifle in a number of scenarios.





Magazines that carry a specific number of rounds are a common target for people who wish to lessen gun violence.  On the surface this seems a reasonable notion; fewer rounds in the gun, less carnage.   However, in real-world scenarios, it takes seconds for someone with minimal practice to change magazines on most weapons; thus negating the apparent benefit.  Personally, as far as i can recall, i don't own a magazine which holds more than ten rounds (if I do, I haven't used it in years) so this would not affect me in any way.  However, what is gained in doing so?","5144829",1
"If you drill the end of the bullet and instill mercury with a wax cap, the bullet will more or less explode.  Not sure if it's legal.  I think most of the street sweeper type 12 guage rotating mag guns are prohibited.


""so this would not affect me in any way. ""  Sure it would, if the law forced you to go through them all and surrender those which didn't meet the newest restrictions.","5144856",1
"""so this would not affect me...""





I  sit corrected, Sir.  My point was that, while I don't have a dog in that particularly fight, I still don't think it a particularly good idea.","5144869",1
"Interesting article from last June in the Boston Globe:

https://www.bostonglobe.com/news/nation/2016/06/12/gun-used-orlando-shooting-becoming-mass-shooters-weapon-choice/8CsglZoMR1jbkoWcKGQZ6H/story.html

Points to an ""enriched sample"" of assault-style rifles used in the mass shootings of recent years, as opposed to the handgun-associated background toll. Points also to terrorist enthusiasm for the relative ease of obtaining such weapons here. Thoughts?","5145008",1
"Keep in mind that (at least from what I am watching on YouTube) there seem to be available kits for converting these platforms from semi automatic to something much closer to automatic while skirting the edges of the law. ","5145010",1
"I do see your point about the deer rifles and their penetrating power, but hunting rifles are not made for the express purpose of killing human beings in military conflicts and do not carry that aura with them . The platforms for assault style rifles like the AR 15/M16 are, and I would hazard a guess  play directly into the sick fantasies of the lunatics who  engage in mass shootings. Probably much more stimulating/validating for one of these folks to hold a military style weapon than a manifestly civilian one---different mindset, you know?","5145036",1
"One of the problems a lot of us on this side of the creek have when it comes to discussions of banning certain types of firearms is that often times the guns in question operate in the same manner and fire the same cartridges (or weaker as is the case with most AR's) than a number of ""legitimate"" hunting and recreational firearms.  Apart from the fact that AR-style rifles are increasingly popular for hunting, what's the point in banning something no more, and in some cases less, lethal than what the non-shooting public considers ""legitimate""?  If the rational in elimination is lethality and not emotion, how can one then not ban the others?





The aura of an AR-style weapon is a legitimate point.  There are some who will buy one simply because they view it as macho.  However, is it the machismo of the gun that induces murder or is a murderer simply choosing a more macho weapon and would just as readily use another if his first choice is not available?





Two further points I ask you to consider.  Even if one doesn't think it difficult enough, it's harder now to buy a gun legally than at any point in the nation's history yet we still have a sizable number of gun related crimes committed yearly.  It might not be the gun that's the problem.  Likewise, there are several hundred million guns in private hands in the US.  If it was made illegal to buy a gun tomorrow, we are still left with that number.  The only thing I can imagine which would make any realistic difference is to begin confiscating guns.  Whose do we get?  I have no issue with the notion of background checks ( they are already a requirement for most gun purchases) provided they are done properly.  I have no issue with measures being taken to prevent the mentally inappropriate from gaining access to guns provided that can be done in an appropriate manner.  I do believe, though, that nothing of significance will change until the 800lb gorilla of a few hundred million guns out here is addressed.  I'm opposed to the notion of taking legally-acquired firearms from mentally competent, law-abiding citizens.   Yet what else from the side of gun control would make any real difference?  ","5145104",1
"If you could own a pistol, a rifle, and a shotgun,{redacted}, what would you choose for each? 





Beyond the pale for what? Private citizen ownership in an area that is routinely peaceful? Where you don't need to lock your car or your home? For me in that environment I wouldn't see the need for an M-2 machine gun or an M-79 grenade launcher or a LAAW or an RPG, or an 81 mms mortar. And definitely no use for a tacnuke or a railgun.","5145553",1
"Points well taken. The issue is bimodal:
1) those weapons/systems expressly designed for multiple human and/or area killings, generally military in origin and historically favored by mass shooters
2) those weapons/systems  designed for single/selective human killings, not necessarily military in origin and sometimes appropriate for home or personal defense. 

Obviously this is not perfect; a sniper rifle for instance would ""belong ""in the first category but have aspects of the second.

The vast majority of homicides in the US are, as you pointed out attributable to the second category, namely handguns, which are widespread. 

It would seem to me that the two categories would demand different approaches. 

If we are talking about tight restriction and draconian regulation, this approach would be most appropriately applied to the first category--which, by the way, is supported by the heller decision as well as data from mass shootings of recent years. 

Moderating the carnage of the second category would I think require a more nuanced approach and tools might include: stringent enforcement of existing regulations, limitation of unregulated or less enforceable venues of obtaining these weapons, restriction of the use of munitions designed for enhanced lethality, Community education and buyback programs, linking of active substance abuse disorders to ineligibility for purchase/ownership, holding manufacturers accountable for developing weapons with advanced safety features (? owner/fingerprint recognition) and rendering them financially liable for a percentage of the social costs of their products, creative penalties for firearms violations or firearm-related crimes (open to suggestions) for starters.","5145675",1
"Thoughts?","5145676",1
"I am glad to hear that, {redacted}. Everyone should feel safe at home.","5145738",1
"An answer to your question, I don't know much about rifles and shotguns, and I can't think of any need that I would have for either. I did once spend a weekend at a Family hunting cabin with a girlfriend during residency. She had a shotgun there in case of bears or rabid raccoons, though I think her dad would have preferred another use for it.","5145745",1
"As to pistols, I am again no expert, but I did once own one: a Beretta 9 mm semi automatic. More of a social thing when I worked in a ""gun culture"" area of the country. Took the required safety course, registration, had a carry permit etc., did target practice at a local range with an instructor. It was fun. Then my wife and I had our first kid and for me the entire calculus changed. I got rid of it and haven't had one since. ","5145771",1
"I think placing the onus on the penalty aspect is a more realistic approach with the understanding that some people should not be allowed to own a gun in the first place.  Making  a gun usable only by it's owner sounds great on paper but the technology doesn't yet exist to guarantee that such won't fail when the owner needs it in a life-threatening situation.  I have no issue with a purely voluntary buy back provided the funds can be found without raising someone's taxes. I still have reservations about restrictions in general.  The ""sniper rifle"" of which you speak is what most of us use for deer/elk/sheep/etc hunting.  Bullets with enhanced lethality help insure a more humane kill when hunting.  There's a great deal of crossover between what a non-shooter would consider ""legitimate"" and what might appear inappropriate in another context. 





I don't pretend to have an answer to gun violence in America.  We are an inherently violent culture.  Violence is glorified in our entertainment.  However, most gun owners use their firearms in a responsible manner.  I don't see that curtailing a freedom because some abuse it is the best approach to this; but that's my two cents.","5146067",1
"Understand your viewpoint---mine, of course, differs. I also agree wholeheartedly that our culture has an unfortunate undercurrent of unmodulated, poorly-contained violence. I think that it's  a sickness of sorts. ","5146575",1
"On that, and perhaps a few other things, we agree, good Sir.","5146850",1
"Yes; take care.","5146899",1
"Interesting thoughts, {redacted}.. I now own several AR-15 type rifles (actually M-4's, but not full auto) and a few AR-10's. All of these were built from scratch. I have used M-16's and others AR type rifles since 1969. Never, since Vietnam, have I ever used any of them with lethal intent, and I do not like being lumped in the category of that extremely small number of people who have used them for criminal purposes. Why I should be penalized for the actions of that minority is beyond me. I have also raised 6 boys while being an active owner of handguns, shotguns, and long guns. Safe storage is very simple, and I never worried about them getting one. Later, by age 8, each was carefully trained by me in their safe and careful use. All 6 are now highly proficient--- not to mention safe and responsible--- and those with children are meticulous about safe storage. And none of them--- including the one who  served in Africa and Iraq using weapons with lethal intent--- deserve to be lumped into that category of criminal users, either.





Obviously my calculus, and that of my sons, is much different than yours--- and that's fine. What isn't fine is the belief that my legal ownership puts others at risk.





As far as ""... holding manufacturers accountable for developing weapons with advanced safety features (? owner/fingerprint recognition) and rendering them financially liable for a percentage of the social costs of their products ..."" go, there are no good reasons for this except as a means to shut down small arms manufacturers. ""Advanced safety features"" are unnecessary, if made must be completely discretionary for each owner to add to his firearm if he so desires, and if used must be understood to be inherently capable of failure. Making gun manufacturers ""financially liable for a percentage of the social costs of their products"" is as irrational as making a car manufacturer liable for auto accidents.","5146923",1
"Well, you and I obviously disagree on the balance point between individual and collective rights, as well as on the responsibility of manufacturers to help defray the social costs of products that they advertise and from which they profit. 

BTW, I am not arguing that your  ownership of these weapons places others at risk---problem is that the level of access that currently applies also makes these weapons available to people who do place others at risk---as we periodically see in the news. We have to set the bar somewhere, and wherever we set it, some will feel unfairly penalized. 
","5147300",1
"dvp, for one who holds himself out at every opportunity as a godly person, you get pretty nasty toward those of us who merely want to exercise our civil right to own a firearm (see your comments above). Where is the brotherly love?","5147478",1
"Yes I take that offense personally when people who wrap themselves in the 2nd amendment are willing to let children die because they have an irrational fear that a reasonable restriction to protect all of us is going to result I their right D I g completely stripped.  We both think each other is irrational - it's just unfortunate that your mentality results in people unnecessarily dying.  But what do you care?","5147490",1
"Your self-righteousness blinds you to your own hatred. I will pray for you.","5147516",1
"Save your prayers - I don't need you worshipping the antichrist trump on my behalf","5147547",1
"^ ""Please worship antichrist Trump, LOL:-)) If not now, when?","5147555",1
"Do cigarette manufacturers regularly pay a fee to help defray the social costs of tobacco?


Do alcohol manufacturers regularly pay a fee to help defray the social costs of alcohol?


Do peanut growers regularly pay a fee to help defray the costs of peanut allergies?


Do penicillin manufacturers regularly pay a fee to help defray the costs of penicillin allergies?


Do knife manufacturers regularly pay a fee to help defray the social cast of knife injuries?


Do 5 gallon bucket manufacturers regularly pay a fee to help defray the social cost of drowned toddlers?


Do lawnmower manufacturers regular pay a fee to help defray the social cost of hand and foot injuries?


How about manufacturers of: bows and arrows? Sling shots? BB guns? Firearms using black powder? Spears? Axes, including throwing axes? Throwing stars? Bear traps? Karate sticks? Baseball bats? Fireworks? Dynamite? Tannerite? Smokeless powder? Black powder? Firearms ammunition? Firearms components, such as primers, brass, bullets? 





How long a list should we make?





{redacted}, your rhetoric is ridiculous.





","5147682",1
"1) Should
2) Should
3) spurious and misleading analogy
4) ditto 
5) ditto 
6) ditto 
7) ditto
8) We are not talking about the contents of your basement. ","5147929",1
"Gun in the home puts home owner at risk for shooting self, and puts his kids - adults and youngsters especially teens at risk for same.  Suicide by own gun is a huge problem, especially for men, though more women are doing it.  Impulsive suicides without pre-existing overt mental illness, not an uncommon form of suicide, sadly.  When gun not there, person generally does not go and find another way to kill self when we are talking about impulsive suicides.  When gun not in home, the person has more time, more of a chance to regain his/her senses.    ","5148803",1
"So gwen, your answer to the problem of the few thousand people every year who kill themselves with a gun is to take away the civil rights of 320 million Americans?","5148816",1
">>Suicide by own gun is a huge problem<<





So if somebody is suicidal and does not own a gun, he is not going to commit suicide?





Or perhaps he'll get on the freeway in the wrong direction, crash his car and take the life a dozen others at the same time.





It is ridiculous to discuss a tool, and ignore the actor.





","5149109",1
"Actually, the availability in the home of firearms is a risk factor for completed suicide. Of the 30,000 or so suicides yearly in the United States, 'bout 2/3 are by gun. So we're talking what--20,000/year?","5149246",1
"If your 2/3 fraction is correct, then it's about 2/3 of 20,000, which is 13,200.  And there are 320 million Americans who possess the enumerated civil right of gun ownership (the exercise of the right deferred until the person is of age). About 100 million of those actually own firearms. Five million of those are members of the National Rifle Association, and several tens of millions more support the NRA's political agenda.","5149665",1
"I store the dynamite out in a shed with a root cellar in order to keep it at a consistent 50 degrees Fahrenheit.  Much safer that way.    ","5149756",1
"





""Actually, the availability in the home of firearms is a risk factor for completed suicide. Of the 30,000 or so suicides yearly in the United States, 'bout 2/3 are by gun. So we're talking what--20,000/year?""





Finally, the truth. The goal is to ban guns. Period. The stated reason will be whatever disguise works best--- in this case safety and suicide prevention. ","5149764",1
"Did I say that? I presented a fact. What we do with it is a social decision. ","5150155",1
"You know, I'm inclined to believe you. ","5150270",1
"i find it burmescat hilarious - with the very same logic that he argues for keeping out every muslim immigrant he completely turns that around when talking about gun control


","5151387",1
"Social decisions? Here I thought America was founded on the principle of individual liberty.","5151438",1
"dvp, your hatred has evidently caused you to confuse me with someone on Sermo who said something about Muslims.  Take a deep breath, pray for humility, and be more careful about what you post.","5151486",1
"Sigh. Individual liberty is not an absolute, and is bounded by law. Limits of law are set by the Constitution and tested in the courts. Shouldn't have to remind you of this stuff.","5151566",1
"And of course ""social decisions"" are not absolute, either. Unless you wish to assert that minorities have only those rights that are granted by the majority. Unfortunate that you need to be reminded of that. ","5152598",1
"{redacted}, you are right that the limits of the law are tested in court. Out here in crazy California we have had some pretty insane laws building up, oppressing millions of good Californians who simply want to exercise their civil right to own a firearm. But now with a good, solid constitutionalist likely to take the late Justice Scalia's (may he rest in peace) place on SCOTUS, we are going to have SO! MUCH! TESTING!","5152800",1
"That's the Process. ","5152813",1
"Yup, with only 300 million of them in the US, guns are in danger of being regulated out of existence. I really believe that as a society we are committable. ","5153154",1
"That's a pretty sweeping condemnation there, {redacted}. Maybe it's you who is committable.","5153616",1
"Little close to home?  Sorry 'bout that, but I think that any society that has nearly as many guns as people has a serious issue. And to think that gun ownership in a country this swamped with firearms is endangered is...bizarre. ","5153660",1
"I don't know; given the enthusiasm some in office have shown for Australia's gun control measures the notion is not so far-fetched.","5153841",1
"{redacted}, gun ownership in this country is healthier than ever. More people own guns, black women are the fastest growing demo of gun owners (yikes!), and more people than ever are seeing through the scam of the public health culture war on gun owners.





However, just as in the old south, there are civil rights backwaters. States like California, where I live, now have top officials crowing about how they're going to do everything they can to thwart national opinion (and law, by the way) on such things as immigration and firearm civil rights. As I've said before, millions of us gun owners out here are figuring out how to avoid prosecution over the next few years until our court challenges overturn what amount to the new Jim Crow laws.





As usual, you are constructing a straw man and clucking over everyone's tendency not to say howdy to him. Sorry, but that's typical liberal hypocrisy and dissembling.","5153981",1
"So let me get this straight: California gun owners have separate drinking fountains and bathrooms.
Who knew? ","5154006",1
"Millions of you jammed, clinking and clanking  into the back of buses, struggling not to poke each other with your rifle butts. I am appalled. ","5154007",1
"Herded into fetid gun-ghettoes by jackbooted liberal storm troopers and there, starved of ammunition, reduced to selling Origami figures made from the Second Amendment. ","5154009",1
"You are truly victims. ","5154011",1
""" separate drinking fountains"", no.  Threatened with prison time and career ruin, yes. Your tendency for ridicule when reason fails you is part of why your party lost the election, bigly. Time for some quiet self-examination for your kind.","5154025",1
"""Ridicule is the only weapon which can be used against unintelligible propositions. ""
--Thomas Jefferson","5154045",1
"And actually, I've been an independent in recent years. Held my nose and voted for Hillary. ","5154047",1
"I will admit, though, that I do not suffer fools gladly. ","5154048",1
"...and maybe I am actually trying to point something out to you---in this case, the absurdity of gun owners' self-characterization as endangered and deprived, in a developed nation as awash with  firearms as any failed state in the third world. ","5154052",1
"Well, I've made my point about Dr. Snowflake and addressed all serious comments. All that remains now is a nattering fool, apparently Sermo's Troll of the Week.  So Merry Christmas, Happy Holidays, and a bigly prosperous and happy New Year to all. So! Much! Winning!","5155340",1
"And to you, my dear, gun-obsessed colleague, a Merry Christmas  and may the Ordnance Elf deliver all the weaponry  your heart desires.","5155477",1
">>Well, I've made my point<<





Yes, you did. Better ignore the trolls. You can't reason with them.





","5155485",1
"""And what country can preserve it's liberties if it's rulers are not warned from time to time that this people preserve the spirit of resistance? Let them take arms."" Thomas Jefferson





""A free people ought to be armed.""  George Washington.





""Before a standing army can rule, the people must be disarmed--- as they are in almost every kingdom in Europe. The supreme power in America cannot enforce unjust laws by the sword because the whole body of the people are armed.""  Noah Webster.





""The said Constitution should never be construed to prevent the people of the United States, who are peaceable citizens, from keeping their own arms."" Samuel Adams.





""The right of bearing arms is declared to be inherent in the people."" Fisher Ames.





""To preserve liberty, it is essential that the whole body of the people always possess arms, and be taught alike, especially when young, how to use them.""  Richard Henry Lee





Shall I continue, {redacted}? ","5155807",1
"Dear Santa,





  I have watched out, I have not pouted or cried---  please bring me a Ma Deuce.





Marcus





PS: And please have the Ordinance Elf throw in 10,000 rounds of 600 grain ball ammunition.","5155816",1
"I'm easier to please.  I'd be content with a CZ455 in 22 mag.","5155831",1
"went out with my friends to a bar tonight; someone decided i didn't look ""american enough"" to him. he thought just because i was born in this country, but didn't look like him, that i didn't belong here.   took  a few sucker punches in the face.  gave a few back -





go fuck yourselves all of you - i'm willing to give you my personal info - come on over; you fucking pieces of shit.  ","5156182",1
"Now Marcus, keep your fedora on. If you look through my past posts on this thread I have never advocated for the wholesale confiscation of guns, rather for a more sensible, data driven, nuanced policy to mitigate the risk to the public that they present.

True, I think that too many imbeciles have access to them and that the average American is too reactive and thoughtless to be trustworthy with anything more lethal than a water balloon, but the Constitution says otherwise. It also provides room for moderation and necessary compromise. ","5156212",1
"Put that in your neck beard and smoke it. ","5156214",1
"Take a chill pill DVP----this is not a bar and  they are not the Enemy, they are our countrymen, with whom we have political differences.","5156251",1
"Understood, {redacted}. I agree that some people cannot be trusted with firearms. For a start, all those who use them to commit crimes. And for that we already have a fairly good system in place.","5156688",1
"We have some common ground on which to work :)","5156711",1
"Thank you {redacted} for your well balanced and thoughtful contribution





","5156783",1
">>I have never advocated for the wholesale confiscation of guns, rather for a more sensible, data driven, nuanced policy to mitigate the risk to the public that they present.<<





I'll go back to my point that the problem is with the actor, not the tool.





A good solution would be universal education in the proper use and care of firearms, preferably at the high school level, if not earlier.





","5157448",1
